index,national,country,format_name,name,geo_type,iso_a3,marker_lat,marker_long,name_popup,inc_popup,inc_popup_cd,inc_popup_uc,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,epi_stage,pop_based,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
138,,Netherlands,Central Netherlands,Central Netherlands,region,,52.0928,5.744,"<p style=""font-size: 150%""><b>Central Netherlands</b></p>","<p style=""font-size: 125%""><b>Central:</b> In 2004, the incidence of Crohn’s disease and ulcerative colitis was 12.75/100,000 and 20.6/100,000, respectively. In 2009, the incidence of Crohn’s ulcerative colitis was 20.71/100,000 and 16.4/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Abstract/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).</p>","<p style=""font-size: 125%""><b>Central:</b> In 2004, the incidence of Crohn’s disease was 12.75/100,000. In 2009, the incidence was 20.71/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).</p>","<p style=""font-size: 125%""><b>Central:</b> In 2004, the incidence of ulcerative colitis was 20.6/100,000. In 2009, the incidence was 16.4/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
139,,Netherlands,South Limburg,South Limburg,region,,51.4427,6.0609,"<p style=""font-size: 150%""><b>South Limburg</b></p>","<p style=""font-size: 125%""><b>South Limburg:</b> In 1991, the incidence of Crohn’s disease and ulcerative colitis was 6.2/100,000 and 10/100,000, respectively. In 2010, the incidence of Crohn’s disease was 17.49/100,000 and was as high as 19.96/100,000 in 2008. In 2010, the incidence of ulcerative colitis was 21.5/100,000 and was as high as 23.5/100,000 in 2009 (<a href='https://academic.oup.com/ecco-jcc/article/11/10/1169/3744989' target='_blank'>Van den Heuvel 2017</a>).</p>","<p style=""font-size: 125%""><b>South Limburg:</b> In 1991, the incidence of Crohn’s disease was 6.2/100,000. In 2010, the incidence of Crohn’s disease was 17.49/100,000 and was as high as 19.96/100,000 in 2008 (<a href='https://academic.oup.com/ecco-jcc/article/11/10/1169/3744989' target='_blank'>Van den Heuvel 2017</a>).</p>","<p style=""font-size: 125%""><b>South Limburg:</b> In 1991, the incidence of ulcerative colitis was 10/100,000. In 2010, the incidence of ulcerative colitis was 21.5/100,000 and was as high as 23.5/100,000 in 2009 (<a href='https://academic.oup.com/ecco-jcc/article/11/10/1169/3744989' target='_blank'>Van den Heuvel 2017</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
140,,Netherlands,Leiden,Leiden,municipality,,52.1518157,4.481108867,"<p style=""font-size: 150%""><b>Leiden</b></p>","<p style=""font-size: 125%""><b>Leiden:</b> Over the period 1979–1983, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.9/100,000 and 6.8/100,000, respectively (<a href='https://www.gastrojournal.org/article/0016-5085(87)90558-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%""><b>Leiden:</b> Over the period 1979–1983, the incidence of Crohn’s disease was estimated at 3.9/100,000 (<a href='https://www.gastrojournal.org/article/0016-5085(87)90558-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%""><b>Leiden:</b> Over the period 1979–1983, the incidence of ulcerative colitis was estimated at 6.8/100,000 (<a href='https://www.gastrojournal.org/article/0016-5085(87)90558-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
141,,Netherlands,Maastricht,Maastricht,municipality,,50.8512438,5.6909768,"<p style=""font-size: 150%""><b>Maastricht</b></p>","<p style=""font-size: 125%""><b>Maastricht:</b> Over the period 1991–1993, the incidence of Crohn’s disease and ulcerative colitis was estimated at 7.7/100,000 and 13.1/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Maastricht:</b> Over the period 1991–1993, the incidence of Crohn’s disease was estimated at 7.7/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Maastricht:</b> Over the period 1991–1993, the incidence of ulcerative colitis was estimated at 13.1/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
142,No,New Zealand,New Zealand,New Zealand,country,NZL,-41.5000831,172.8344077,"<p style=""font-size: 150%""><b>New Zealand</b></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of Crohn’s disease and ulcerative colitis was estimated at 16.5/100,000 and 7.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). In 2014, the incidence of Crohn’s disease and ulcerative colitis was 26.4/100,000 and 12.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).<br><br>

<b>Otago:</b> In 1996, the incidence of Crohn’s disease and ulcerative colitis was 7.98/100,000 and 4.75/100,000, respectively. In 2013, the incidence of Crohn’s disease was 6.9/100,000 and was as high as 21.71/100,000 in 2012. In 2013, the incidence of ulcerative colitis was 4.19/100,000 and was as high as 8.37/100,000 in 2011 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>, <a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>, <a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of Crohn’s disease was estimated at 16.5/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). In 2014, the incidence of Crohn’s disease was 26.4/100,000 (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).<br><br>

<b>Otago:</b> In 1996, the incidence of Crohn’s disease was 7.98/100,000. In 2013, the incidence of Crohn’s disease was 6.9/100,000 and was as high as 21.71/100,000 in 2012 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>, <a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>, <a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of ulcerative colitis was estimated at 7.6/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). In 2014, the incidence of ulcerative colitis was 12.6/100,000 (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).<br><br>

<b>Otago:</b> In 1996, the incidence of ulcerative colitis was 4.75/100,000. In 2013, the incidence of ulcerative colitis was 4.19/100,000 and was as high as 8.37/100,000 in 2011 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>, <a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>, <a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a></p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",29.65462051,8.495277496,6.719902496,"<p style=""font-size: 125%"">Overall incidence: 29.65<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 8.5<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 6.72<br></p>",CP,pop,,,developed,,,,
143,,New Zealand,Otago,Otago,region,,-45.39750525,170.1778918,"<p style=""font-size: 150%""><b>Otago</b></p>","<p style=""font-size: 125%""><b>Otago:</b> In 1996, the incidence of Crohn’s disease and ulcerative colitis was 7.98/100,000 and 4.75/100,000, respectively. In 2013, the incidence of Crohn’s disease was 6.9/100,000 and was as high as 21.71/100,000 in 2012. In 2013, the incidence of ulcerative colitis was 4.19/100,000 and was as high as 8.37/100,000 in 2011 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).</p>","<p style=""font-size: 125%""><b>Otago:</b> In 1996, the incidence of Crohn’s disease was 7.98/100,000. In 2013, the incidence of Crohn’s disease was 6.9/100,000 and was as high as 21.71/100,000 in 2012 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).</p>","<p style=""font-size: 125%""><b>Otago:</b> In 1996, the incidence of ulcerative colitis was 4.75/100,000. In 2013, the incidence of ulcerative colitis was 4.19/100,000 and was as high as 8.37/100,000 in 2011 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
144,,New Zealand,Canterbury,Canterbury,region,,-43.7542,171.1637,"<p style=""font-size: 150%""><b>Canterbury</b></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of Crohn’s disease and ulcerative colitis was estimated at 16.5/100,000 and 7.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). In 2014, the incidence of Crohn’s disease and ulcerative colitis was 26.4/100,000 and 12.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).</p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of Crohn’s disease was estimated at 16.5/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). In 2014, the incidence of Crohn’s disease was 26.4/100,000 (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).</p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of ulcerative colitis was estimated at 7.6/100,000 (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). By 2014, the incidence was 12.6/100,000 (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
145,No,Norway,Norway,Norway,country,NOR,60.5000209,9.0999715,"<p style=""font-size: 150%""><b>Norway</b></p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.9/100,000 and 13.5/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Western:</b> In 1984, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.3/100,000 and 14.8/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).<br><br>

<b>Southeast:</b> In 1990, the incidence of Crohn’s disease and ulcerative colitis was 5.1/100,000 and 10.6/100,000, respectively (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.8/100,000 and 13.6/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).<br><br>

<b>Finmark:</b> Over the 1983–1986 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.7/100,000 and 11.6/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Oslo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.9/100,000 and 15.6/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Troms:</b> Over the 1983–1985 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.4/100,000 and 12.1/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of Crohn’s disease was estimated at 3.9/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Western:</b> In 1984, the incidence of Crohn’s disease was estimated at 5.3/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).<br><br>

<b>Southeast:</b> In 1990, the incidence of Crohn’s disease was 5.1/100,000 (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of Crohn’s disease was estimated at 5.8/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).<br><br>

<b>Finmark:</b> Over the 1983–1986 period, the incidence of Crohn’s disease was estimated at 6.7/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Oslo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was estimated at 6.9/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Troms:</b> Over the 1983–1985 period, the incidence of Crohn’s disease was estimated at 5.4/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of ulcerative colitis was estimated at 13.5/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Western:</b> In 1984, the incidence of ulcerative colitis was estimated at 14.8/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).<br><br>

<b>Southeast:</b> In 1990, the incidence of ulcerative colitis was 10.6/100,000 (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of ulcerative colitis was estimated at 13.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).<br><br>

<b>Finmark:</b> Over the 1983–1986 period, the incidence of ulcerative colitis was estimated at 11.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Oslo:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was estimated at 15.6/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Troms:</b> Over the 1983–1985 period, the incidence of ulcerative colitis was estimated at 12.1/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",16.27209597,15.69931321,7.683658019,"<p style=""font-size: 125%"">Overall incidence: 16.27<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 15.7<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 7.68<br></p>",AI,pop,,,developed,,,,
146,,Norway,Nordland,Nordland,region,,67.6899,12.751,"<p style=""font-size: 150%""><b>Nordland, Norway</b></p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.9/100,000 and 13.5/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of Crohn’s disease was estimated at 3.9/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of ulcerative colitis was estimated at 13.5/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
147,,Norway,Southeast Norway,Southeast Norway,region,,60.4175,11.6629,"<p style=""font-size: 150%""><b>Southeast Norway</b></p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1990, the incidence of Crohn’s disease and ulcerative colitis was 5.1/100,000 and 10.6/100,000, respectively (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.8/100,000 and 13.6/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).</p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1990, the incidence of Crohn’s disease was 5.1/100,000 (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of Crohn’s disease was estimated at 5.8/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).</p>","<p style=""font-size: 125%""><b>Southeast:</b> In 1990, the incidence of ulcerative colitis was 10.6/100,000 (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of was estimated at 13.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
148,,Norway,Troms,Troms,region,,69.8699347,21.82727855,"<p style=""font-size: 150%""><b>Troms</b></p>","<p style=""font-size: 125%""><b>Troms:</b> Over the 1983–1985 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.4/100,000 and 12.1/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Troms:</b> Over the 1983–1985 period, the incidence of Crohn’s disease was estimated at 5.4/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Troms:</b> Over the 1983–1985 period, the incidence of ulcerative colitis was estimated at 12.1/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
149,,Norway,Western Norway,Western Norway,region,,61.3832,6.045,"<p style=""font-size: 150%""><b>Western Norway</b></p>","<p style=""font-size: 125%""><b>Western:</b> In 1984, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.3/100,000 and 14.8/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).</p>","<p style=""font-size: 125%""><b>Western:</b> In 1984, the incidence of Crohn’s disease was estimated at 5.3/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).</p>","<p style=""font-size: 125%""><b>Western:</b> In 1984, the incidence of ulcerative colitis was estimated at 14.8/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
150,,Norway,Finnmark,Finnmark,??,,69.1964,24.6288,"<p style=""font-size: 150%""><b>Finnmark</b></p>","<p style=""font-size: 125%""><b>Finnmark:</b> Over the 1983–1986 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.7/100,000 and 11.6/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Finnmark:</b> Over the 1983–1986 period, the incidence of Crohn’s disease was estimated at 6.7/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%""><b>Finnmark:</b> Over the 1983–1986 period, the incidence of ulcerative colitis was estimated at 11.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
151,,Norway,Oslo,Oslo,municipality,,59.9133301,10.7389701,"<p style=""font-size: 150%""><b>Oslo</b></p>","<p style=""font-size: 125%""><b>Oslo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.9/100,000 and 15.6/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Oslo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was estimated at 6.9/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%""><b>Oslo:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was estimated at 15.6/100,000 (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
