Author,StudyYear,Continent,Country,Region,geo_type,zoom,admin,name,name_format,AgeRange,age_cat,Subgroup,Year,year_mid,IBD_IncidencePer100000,CD_IncidencePer100000,UC_IncidencePer100000,IBDU_IncidencePer100000,IBD_PrevalencePer100000,CD_PrevalencePer100000,UC_PrevalencePer100000,IBDU_PrevalencePer100000,Standardization,Reference,URL
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2000-2015,2008,10,6.2,2.8,1,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<11,Pediatric-Onset,Overall,2000-2015,2008,3.5,,,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,11-18,Pediatric-Onset,Overall,2000-2015,2008,16.6,,,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2001,2001,8.9,5.4,3.5,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2002,2002,8.9,1.8,7.2,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2003,2003,10.1,4.6,5.5,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2004,2004,7.5,3.7,0.9,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2005,2005,9.4,3.7,2.8,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2006,2006,,6.6,1.9,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2007,2007,13.3,3.8,7.5,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2008,2008,8.5,2.9,3.8,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2009,2009,13.3,11.4,1.9,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2010,2010,14.4,8.6,3.8,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2011,2011,8.6,8.6,0,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2012,2012,4.8,3.9,0.9,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2013,2013,18.4,14.5,2.9,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2014,2014,10.5,7.7,1,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<15,Pediatric-Onset,Overall,2015,2015,,5.8,0,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Females,2015,2015,5.8,5.8,0,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Males,2015,2015,11.1,9.4,0,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Schwarz,2017,Europe,Czech Republic,"Pilsen, Czech Republic",region,6,Czech Republic,Pilsen,Pilsen,<19,Pediatric-Onset,Overall,2015,2015,8.4,7.6,0,,,,,,age-standardized,"Schwarz et al. Inflammatory bowel disease incidence in Czech children: A regional prospective study, 2000-2015. World J Gastroenterol. 2017;23:4090.",https://pubmed.ncbi.nlm.nih.gov/28652662
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<15,Pediatric-Onset,Overall,1977-2008,1993,6.99,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<20,Pediatric-Onset,Overall,1977-2008,1993,13.57,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<5,Very Early-Onset,Overall,1977-2008,1993,2.76,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,5-9,Pediatric-Onset,Overall,1977-2008,1993,4.03,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<10,Pediatric-Onset,Overall,1977-2008,1993,3.35,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,10-14,Pediatric-Onset,Overall,1977-2008,1993,16.75,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,10-19,Pediatric-Onset,Overall,1977-2008,1993,29.17,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2012,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,15-19,Pediatric-Onset,Overall,1977-2008,1993,45.65,,,,,,,,,Bager et al. Cesarean Section and Offspring's Risk of Inflammatory Bowel Disease: A National Cohort Study. Inflamm Bowel Dis. 2012;18:857.,http://dx.doi.org/10.1002/ibd.21805
Bager,2019,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<20,Pediatric-Onset,Overall,1977-2014,1996,,7.64,,,,,,,age- and sex-standardized,Bager et al. Increased Risk of Inflammatory Bowel Disease in  Families with Tonsillectomy  A Danish National Cohort Study. Epidemiology. 2019;30:256.,http://dx.doi.org/10.1097/ede.0000000000000946
Bager,2019,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<20,Pediatric-Onset,Overall,1977-2014,1996,,,9.02,,,,,,age- and sex-standardized,Bager et al. Increased Risk of Inflammatory Bowel Disease in  Families with Tonsillectomy  A Danish National Cohort Study. Epidemiology. 2019;30:256.,http://dx.doi.org/10.1097/ede.0000000000000946
Hviid,2011,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<10,Pediatric-Onset,Overall,1995-2004,2000,3.69,1.58,2.11,,,,,,,Hviid et al. Antibiotic use and inflammatory bowel diseases in childhood. Gut. 2011;60:49.,http://dx.doi.org/10.1136/gut.2010.219683
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Females,1998-2000,1999,,1.8,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Males,1998-2000,1999,,2.7,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Overall,1998-2000,1999,5,2.3,2.3,0.4,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Females,2001-2003,2002,,1.9,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Males,2001-2003,2002,,2.8,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Overall,2001-2003,2002,6.1,2.4,3.2,0.5,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Females,2004-2006,2005,,3,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Males,2004-2006,2005,,4.3,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Overall,2004-2006,2005,7.1,3.7,3.1,0.5,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Females,2007-2009,2008,,2.7,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Males,2007-2009,2008,,3.9,,,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Jakobsen,2011,Europe,Denmark,Eastern Denmark,region,6,Denmark,Eastern Denmark,Eastern Denmark,<15,Pediatric-Onset,Overall,2007-2009,2008,6.4,3.2,3.1,0.2,,,,,,"Jakobsen et al. Pediatric Inflammatory Bowel Disease: Increasing Incidence, Decreasing Surgery Rate, and Compromised Nutritional Status: A Prospective Population-based Cohort Study 2007-2009  . Inflamm Bowel Dis. 2011;17:2541.",http://dx.doi.org/10.1002/ibd.21654
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,1995,1995,,3,5.1,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,1995,1995,,3.7,3.1,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,1996,1996,,2.73,6.1,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,1996,1996,,2.58,3.73,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,1997,1997,,5.21,5.9,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,1997,1997,,3.04,4.88,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,1998,1998,,2.94,9.12,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,1998,1998,,3.45,5.29,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,1999,1999,,6.49,6.13,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,1999,1999,,5.52,4.52,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2000,2000,,4.96,7.43,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2000,2000,,4.55,6.69,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2001,2001,,4.24,6.67,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2001,2001,,4.32,6.97,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2002,2002,,4.88,6.49,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2002,2002,,5.03,7.08,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2003,2003,,3.58,7.36,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2003,2003,,5.26,5.85,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2004,2004,,4.27,8.86,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2004,2004,,6.56,7.31,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2005,2005,,5.85,7.02,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2005,2005,,5.75,6.49,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2006,2006,,4.5,6.03,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2006,2006,,6.41,7.28,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2007,2007,,5.39,7.79,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Males,2007,2007,,5.31,8.15,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
Larsen,2016,Europe,Denmark,Denmark,country,,Denmark,Denmark,Denmark,<17,Pediatric-Onset,Females,2008,2008,,6.9,8.94,,,,,,age-standardized,Larsen et al. The incidence of Crohn's disease and ulcerative colitis since 1995 in Danish children and adolescents <17 years - based on nationwide registry data. Scand J Gastroenterol. 2016;51:1100.,http://dx.doi.org/10.3109/00365521.2016.1172340
