index,national,country,name_format,name,geo_ type,iso_a3,marker_lat,marker_long,name_popup,prev_popup,prev_popup_cd,prev_popup_uc,epi_stage_popup,WESP_18_class_popup,prev_IBD,prev_CD,prev_UC,prev_IBD_popup,prev_CD_popup,prev_UC_popup,epi_stage,pop_based,prev_most_recent,prev_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
59,,Israel,,Tel Aviv-Yafo,municipality,,32.0853,34.7818,"<p style=""font-size: 150%""><b>Tel Aviv</b></p>","<p style=""font-size: 125%""><b>Tel Aviv:</b> In 1976, the prevalence of Crohn’s disease was 12.31/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508579801237?via%3Dihub' target='_blank'>Rozen 1979</a>). In 1970, the prevalence of ulcerative colitis was 37.4/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508576803964?via%3Dihub' target='_blank'>Gilat 1976</a>), which had risen to 55.16/100,000 in 1980 (<a href='https://pubmed.ncbi.nlm.nih.gov/2807136/' target='_blank'>Grossman 1989</a>).</p>","<p style=""font-size: 125%""><b>Tel Aviv:</b> In 1976, the prevalence of Crohn’s disease was 12.31/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508579801237?via%3Dihub' target='_blank'>Rozen 1979</a>).</p>","<p style=""font-size: 125%""><b>Tel Aviv:</b> In 1970, the prevalence of ulcerative colitis was 37.4/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508576803964?via%3Dihub' target='_blank'>Gilat 1976</a>), which rose to 55.16/100,000 in 1980 (<a href='https://pubmed.ncbi.nlm.nih.gov/2807136/' target='_blank'>Grossman 1989</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",3.412164351,16.12887749,20.44693541,"<p style=""font-size: 125%"">Overall prevalence: 3.41<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 16.13<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 20.45<br></p>",AI,pop,,,developing,,,,
60,,Israel,,Upper Galilee,region,,33.164,35.6314,"<p style=""font-size: 150%""><b>Upper Galilee</b></p>","<p style=""font-size: 125%""><b>Upper Galilee:</b> In 1986, the prevalence of Crohn’s disease was 44.58/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/2252021/' target='_blank'>Niv 1990</a>).</p>","<p style=""font-size: 125%""><b>Upper Galilee:</b> In 1986, the prevalence of Crohn’s disease was 44.58/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/2252021/' target='_blank'>Niv 1990</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",3.412164351,16.12887749,20.44693541,"<p style=""font-size: 125%"">Overall prevalence: 3.41<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 16.13<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 20.45<br></p>",AI,pop,,,developing,,,,
61,No,Italy,,Italy,country,ITA,,,"<p style=""font-size: 150%""><b>Italy</b></p>","<p style=""font-size: 125%""><b>Apulia:</b> In 2012, the prevalence of Crohn’s disease and ulcerative colitis was 14/100,000 and 29/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0953620513001702?via%3Dihub' target='_blank'>Tursi 2013</a>).<br><br>

<b>Belluno:</b> In 2008, the prevalence of Crohn’s disease and ulcerative colitis was 45/100,000 and 93/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S1590865810603374?via%3Dihub' target='_blank'>Dal Pont 2010</a>).<br><br>

<b>Casteltermini:</b> In 2002, the prevalence of Crohn’s disease and ulcerative colitis was 322/100,000 and 142/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10654-006-9054-5' target='_blank'>Cottone 2006</a>).<br><br>

<b>Florence:</b> In 1992, the prevalence of Crohn’s disease and ulcerative colitis was 40/100,000 and 121/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609051998' target='_blank'>Trallori 1996</a>).<br><br>

<b>Sardinia:</b> In 2009, the prevalence of Crohn’s disease and ulcerative colitis was 15/100,000 and 124/100,000, respectively (<a href='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0032487' target='_blank'>Sardu 2012</a>).</p>","<p style=""font-size: 125%""><b>Apulia:</b> In 2012, the prevalence of Crohn’s disease was 14/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0953620513001702?via%3Dihub' target='_blank'>Tursi 2013</a>).<br><br>

<b>Belluno:</b> In 2008, the prevalence of Crohn’s disease was 45/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1590865810603374?via%3Dihub' target='_blank'>Dal Pont 2010</a>).<br><br>

<b>Casteltermini:</b> In 2002, the prevalence of Crohn’s disease was 322/100,000 (<a href='https://link.springer.com/article/10.1007/s10654-006-9054-5' target='_blank'>Cottone 2006</a>).<br><br>

<b>Florence:</b> In 1992, the prevalence of Crohn’s disease was 40/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609051998' target='_blank'>Trallori 1996</a>).<br><br>

<b>Sardinia:</b> In 2009, the prevalence of Crohn’s disease was 15/100,000 (<a href='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0032487' target='_blank'>Sardu 2012</a>).</p>","<p style=""font-size: 125%""><b>Apulia:</b> In 2012, the prevalence of ulcerative colitis was 29/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0953620513001702?via%3Dihub' target='_blank'>Tursi 2013</a>).<br><br>

<b>Belluno:</b> In 2008, the prevalence of ulcerative colitis was 93/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1590865810603374?via%3Dihub' target='_blank'>Dal Pont 2010</a>).<br><br>

<b>Casteltermini:</b> In 2002, the prevalence of ulcerative colitis was 142/100,000 (<a href='https://link.springer.com/article/10.1007/s10654-006-9054-5' target='_blank'>Cottone 2006</a>).<br><br>

<b>Florence:</b> In 1992, the prevalence of ulcerative colitis was 121/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609051998' target='_blank'>Trallori 1996</a>).<br><br>

<b>Sardinia:</b> In 2009, the prevalence of ulcerative colitis was 124/100,000 (<a href='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0032487' target='_blank'>Sardu 2012</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",27.2059048,4.534030618,4.099363468,"<p style=""font-size: 125%"">Overall prevalence: 27.21<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.1<br></p>",CP,pop,,,major developed,,,,
62,,Italy,,Apulia,region,,40.7928,17.1012,"<p style=""font-size: 150%""><b>Apulia</b></p>","<p style=""font-size: 125%""><b>Apulia:</b> In 2012, the prevalence of Crohn’s disease and ulcerative colitis was 14/100,000 and 29/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0953620513001702?via%3Dihub' target='_blank'>Tursi 2013</a>).</p>","<p style=""font-size: 125%""><b>Apulia:</b> In 2012, the prevalence of Crohn’s disease was 14/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0953620513001702?via%3Dihub' target='_blank'>Tursi 2013</a>).</p>","<p style=""font-size: 125%""><b>Apulia:</b> In 2012, the prevalence of ulcerative colitis was 29/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0953620513001702?via%3Dihub' target='_blank'>Tursi 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",27.2059048,4.534030618,4.099363468,"<p style=""font-size: 125%"">Overall prevalence: 27.21<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.1<br></p>",CP,pop,,,major developed,,,,
63,,Italy,,Belluno,region,,46.1425,12.2167,"<p style=""font-size: 150%""><b>Belluno</b></p>","<p style=""font-size: 125%""><b>Belluno:</b> In 2008, the prevalence of Crohn’s disease and ulcerative colitis was 45/100,000 and 93/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S1590865810603374?via%3Dihub' target='_blank'>Dal Pont 2010</a>).</p>","<p style=""font-size: 125%""><b>Belluno:</b> In 2008, the prevalence of Crohn’s disease was 45/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1590865810603374?via%3Dihub' target='_blank'>Dal Pont 2010</a>).</p>","<p style=""font-size: 125%""><b>Belluno:</b> In 2008, the prevalence of ulcerative colitis was 93/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1590865810603374?via%3Dihub' target='_blank'>Dal Pont 2010</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",27.2059048,4.534030618,4.099363468,"<p style=""font-size: 125%"">Overall prevalence: 27.21<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.1<br></p>",CP,pop,,,major developed,,,,
64,,Italy,,Casteltermini,region,,37.5406,13.6594,"<p style=""font-size: 150%""><b>Casteltermini</b></p>","<p style=""font-size: 125%""><b>Casteltermini:</b> In 2002, the prevalence of Crohn’s disease and ulcerative colitis was 322/100,000 and 142/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10654-006-9054-5' target='_blank'>Cottone 2006</a>).</p>","<p style=""font-size: 125%""><b>Casteltermini:</b> In 2002, the prevalence of Crohn’s disease was 322/100,000 (<a href='https://link.springer.com/article/10.1007/s10654-006-9054-5' target='_blank'>Cottone 2006</a>).</p>","<p style=""font-size: 125%""><b>Casteltermini:</b> In 2002, the prevalence of ulcerative colitis was 142/100,000 (<a href='https://link.springer.com/article/10.1007/s10654-006-9054-5' target='_blank'>Cottone 2006</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",27.2059048,4.534030618,4.099363468,"<p style=""font-size: 125%"">Overall prevalence: 27.21<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.1<br></p>",CP,pop,,,major developed,,,,
65,,Italy,,Florence,municipality,,43.7696,11.2558,"<p style=""font-size: 150%""><b>Florence</b></p>","<p style=""font-size: 125%""><b>Florence:</b> In 1992, the prevalence of Crohn’s disease and ulcerative colitis was 40/100,000 and 121/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609051998' target='_blank'>Trallori 1996</a>).</p>","<p style=""font-size: 125%""><b>Florence:</b> In 1992, the prevalence of Crohn’s disease was 40/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609051998' target='_blank'>Trallori 1996</a>).</p>","<p style=""font-size: 125%""><b>Florence:</b> In 1992, the prevalence of ulcerative colitis was 121/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609051998' target='_blank'>Trallori 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",27.2059048,4.534030618,4.099363468,"<p style=""font-size: 125%"">Overall prevalence: 27.21<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.1<br></p>",CP,pop,,,major developed,,,,
66,,Italy,,Sardinia,region,,40.1209,9.0129,"<p style=""font-size: 150%""><b>Sardinia</b></p>","<p style=""font-size: 125%""><b>Sardinia:</b> In 2009, the prevalence of Crohn’s disease and ulcerative colitis was 15/100,000 and 124/100,000, respectively (<a href='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0032487' target='_blank'>Sardu 2012</a>).</p>","<p style=""font-size: 125%""><b>Sardinia:</b> In 2009, the prevalence of Crohn’s disease was 15/100,000 (<a href='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0032487' target='_blank'>Sardu 2012</a>).</p>","<p style=""font-size: 125%""><b>Sardinia:</b> In 2009, the prevalence of ulcerative colitis was 124/100,000 (<a href='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0032487' target='_blank'>Sardu 2012</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",27.2059048,4.534030618,4.099363468,"<p style=""font-size: 125%"">Overall prevalence: 27.21<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.1<br></p>",CP,pop,,,major developed,,,,
67,,Japan,,Japan,country,JPN,,,"<p style=""font-size: 150%""><b>Japan</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1975, the prevalence of Crohn’s disease and ulcerative colitis was 0.43/100,000 and 2.8/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0025712516305879?via%3Dihub' target='_blank'>Yoshida 1990</a>). In 2005, the prevalence of Crohn’s disease and ulcerative colitis had risen to 21.2/100,000 and 63.6/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s00535-009-0057-3' target='_blank'>Asakura 2009</a>, see also <a href='https://pubmed.ncbi.nlm.nih.gov/8563866/' target='_blank'>Morita 1995</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1975, the prevalence of Crohn’s disease was 0.43/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0025712516305879?via%3Dihub' target='_blank'>Yoshida 1990</a>). In 2005, the prevalence of Crohn’s disease had risen to 21.2/100,000 (<a href='https://link.springer.com/article/10.1007/s00535-009-0057-3' target='_blank'>Asakura 2009</a>, see also <a href='https://pubmed.ncbi.nlm.nih.gov/8563866/' target='_blank'>Morita 1995</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1975, the prevalence of ulcerative colitis was 0.43/100,000 and 2.8/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0025712516305879?via%3Dihub' target='_blank'>Yoshida 1990</a>). In 2005, the prevalence of ulcerative colitis had risen to 21.2/100,000 and 63.6/100,000 (<a href='https://link.springer.com/article/10.1007/s00535-009-0057-3' target='_blank'>Asakura 2009</a>, see also <a href='https://pubmed.ncbi.nlm.nih.gov/8563866/' target='_blank'>Morita 1995</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: major developed</p>",0.354877217,16.17186852,11.40470052,"<p style=""font-size: 125%"">Overall prevalence: 0.35<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 16.17<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.4<br></p>",CP,pop,,,major developed,,,,
68,,Kuwait,,Kuwait,country,KWT,,,"<p style=""font-size: 150%""><b>Kuwait</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1999, the prevalence of ulcerative colitis was 41.7/100,000 (<a href='https://www.karger.com/Article/Abstract/72060' target='_blank'>Al-Shamali 2003</a>). In 2006, the prevalence of ulcerative colitis was 18.2/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.966318' target='_blank'>Siddique 2014</a>).</p>",,"<p style=""font-size: 125%""><b>National:</b> In 1999, the prevalence of ulcerative colitis was 41.7/100,000 (<a href='https://www.karger.com/Article/Abstract/72060' target='_blank'>Al-Shamali 2003</a>). In 2006, the prevalence of ulcerative colitis was 18.2/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.966318' target='_blank'>Siddique 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",21.08087973,27.38031285,10.35135134,"<p style=""font-size: 125%"">Overall prevalence: 21.08<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 27.38<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 10.35<br></p>",AI,notpop,,,developing,,,,
69,No,Lebanon,,Lebanon,country,LBN,,,"<p style=""font-size: 150%""><b>Lebanon</b></p>","<p style=""font-size: 125%""><b>Beirut:</b> In 2004, the prevalence of Crohn’s disease and ulcerative colitis was 53.1/100,000 and 106.2/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/13/4/475/4644642?login=true' target='_blank'>Abdul-Baki 2007</a>).</p>","<p style=""font-size: 125%""><b>Beirut:</b> In 2004, the prevalence of Crohn’s disease was 53.1/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/475/4644642?login=true' target='_blank'>Abdul-Baki 2007</a>).</p>","<p style=""font-size: 125%""><b>Beirut:</b> In 2004, the prevalence of ulcerative colitis was  106.2/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/475/4644642?login=true' target='_blank'>Abdul-Baki 2007</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developing</p>",19.71658349,27.85227329,24.81577619,"<p style=""font-size: 125%"">Overall prevalence: 19.72<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 27.85<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 24.82<br></p>",CP,notpop,,,developing,,,,
70,,Lebanon,,Beirut,municipality,,33.8938,35.5018,"<p style=""font-size: 150%""><b>Beirut</b></p>","<p style=""font-size: 125%""><b>Beirut:</b> In 2004, the prevalence of Crohn’s disease and ulcerative colitis was 53.1/100,000 and 106.2/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/13/4/475/4644642?login=true' target='_blank'>Abdul-Baki 2007</a>).</p>","<p style=""font-size: 125%""><b>Beirut:</b> In 2004, the prevalence of Crohn’s disease was 53.1/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/475/4644642?login=true' target='_blank'>Abdul-Baki 2007</a>).</p>","<p style=""font-size: 125%""><b>Beirut:</b> In 2004, the prevalence of ulcerative colitis was 106.2/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/475/4644642?login=true' target='_blank'>Abdul-Baki 2007</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developing</p>",19.71658349,27.85227329,24.81577619,"<p style=""font-size: 125%"">Overall prevalence: 19.72<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 27.85<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 24.82<br></p>",CP,notpop,,,developing,,,,
71,No,Malaysia,,Malaysia,country,MYS,,,"<p style=""font-size: 150%""><b>Malaysia</b></p>","<p style=""font-size: 125%""><b>Kinta Valley:</b> In 2013, the prevalence of Crohn’s disease and ulcerative colitis was 2.17/100,000 and 6.67/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/9/5/404/408876?login=true' target='_blank'>Hilmi 2015</a>).<br><br>

<b>Kuala Lumpur:</b> In 1998, the prevalence of ulcerative colitis was 9.11/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v11/i37/5859.htm' target='_blank'>Tan 2005</a>).</p>","<p style=""font-size: 125%""><b>Kinta Valley:</b> In 2013, the prevalence of Crohn’s disease was 2.17/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/9/5/404/408876?login=true' target='_blank'>Hilmi 2015</a>).</p>","<p style=""font-size: 125%""><b>Kinta Valley:</b> In 2013, the prevalence of ulcerative colitis was 6.67/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/9/5/404/408876?login=true' target='_blank'>Hilmi 2015</a>).<br><br>

<b>Kuala Lumpur:</b> In 1998, the prevalence of ulcerative colitis was 9.11/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v11/i37/5859.htm' target='_blank'>Tan 2005</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",13.72245692,7.237083304,2.113855516,"<p style=""font-size: 125%"">Overall prevalence: 13.72<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 7.24<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 2.11<br></p>",AI,pop,,,developing,,,,
72,,Malaysia,,Kinta Valley,region,,4.3894,101.0662,"<p style=""font-size: 150%""><b>Kinta Valley</b></p>","<p style=""font-size: 125%""><b>Kinta Valley:</b> In 2013, the prevalence of Crohn’s disease and ulcerative colitis was 2.17/100,000 and 6.67/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/9/5/404/408876?login=true' target='_blank'>Hilmi 2015</a>).</p>","<p style=""font-size: 125%""><b>Kinta Valley:</b> In 2013, the prevalence of Crohn’s disease was 2.17/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/9/5/404/408876?login=true' target='_blank'>Hilmi 2015</a>).</p>","<p style=""font-size: 125%""><b>Kinta Valley:</b> In 2013, the prevalence of ulcerative colitis was 6.67/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/9/5/404/408876?login=true' target='_blank'>Hilmi 2015</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",13.72245692,7.237083304,2.113855516,"<p style=""font-size: 125%"">Overall prevalence: 13.72<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 7.24<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 2.11<br></p>",AI,pop,,,developing,,,,
73,,Malaysia,,Kuala Lumpur,municipality,,3.139,101.6869,"<p style=""font-size: 150%""><b>Kuala Lumpur</b></p>","<p style=""font-size: 125%""><b>Kuala Lumpur:</b> In 1998, the prevalence of ulcerative colitis was 9.11/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v11/i37/5859.htm' target='_blank'>Tan 2005</a>).</p>",,"<p style=""font-size: 125%""><b>Kuala Lumpur:</b> In 1998, the prevalence of ulcerative colitis was 9.11/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v11/i37/5859.htm' target='_blank'>Tan 2005</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",13.72245692,7.237083304,2.113855516,"<p style=""font-size: 125%"">Overall prevalence: 13.72<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 7.24<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 2.11<br></p>",AI,pop,,,developing,,,,
74,No,Netherlands,,Netherlands,country,NLD,,,"<p style=""font-size: 150%""><b>Netherlands</b></p>","<p style=""font-size: 125%""><b>Central:</b> In 2010, the prevalence of Crohn’s disease and ulcerative colitis was 171.8/100,000 and 225.6/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Fulltext/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).<br><br>

<b>Leiden:</b> In 1983, the prevalence of Crohn’s disease and ulcerative colitis was 48/100,000 and 58.4/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/0016508587905580?via%3Dihub' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%""><b>Central:</b> In 2010, the prevalence of Crohn’s disease was 171.8/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).<br><br>

<b>Leiden:</b> In 1983, the prevalence of Crohn’s disease was 48/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/0016508587905580?via%3Dihub' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%""><b>Central:</b> In 2010, the prevalence of ulcerative colitis was 225.6/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).<br><br>

<b>Leiden:</b> In 1983, the prevalence of ulcerative colitis was 58.4/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/0016508587905580?via%3Dihub' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",0.756411089,12.62511269,3.348070862,"<p style=""font-size: 125%"">Overall prevalence: 0.76<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.63<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 3.35<br></p>",CP,pop,,,developed,,,,
75,,Netherlands,,Central,region,,,,"<p style=""font-size: 150%""><b>Central Netherlands</b></p>","<p style=""font-size: 125%""><b>Central:</b> In 2010, the prevalence of Crohn’s disease and ulcerative colitis was 171.8/100,000 and 225.6/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Fulltext/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).</p>","<p style=""font-size: 125%""><b>Central:</b> In 2010, the prevalence of Crohn’s disease was 171.8/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).</p>","<p style=""font-size: 125%""><b>Central:</b> In 2010, the prevalence of ulcerative colitis was 225.6/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",0.756411089,12.62511269,3.348070862,"<p style=""font-size: 125%"">Overall prevalence: 0.76<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.63<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 3.35<br></p>",CP,pop,,,developed,,,,
